date,MKT,SMB,HML,RMW,CMA
2000-01-31,1.0,0.0,0.0,0.0,0.0
2000-02-29,1.0,0.0,0.0,0.0,0.0
2000-03-31,0.3940999469421369,0.05116511001698134,9.712208114318574e-16,0.0,0.5547349430409435
2000-04-30,0.6408089691735934,0.0,0.0,0.0,0.35919103082640697
2000-05-31,0.40308421302790926,2.310155308694016e-17,0.2744728853885246,0.3224429015835662,4.000282499997884e-17
2000-06-30,0.11398585469376794,0.2177021573894554,3.732958901844427e-17,0.6683119879167767,0.0
2000-07-31,0.2362976243456989,0.5574094731928415,0.0,0.20629290246145973,0.0
2000-08-31,0.7804395495639548,0.21956045043604522,1.7509865085640897e-17,1.4873898553785514e-18,0.0
2000-09-30,0.597479718797645,0.0,0.0,0.0,0.402520281203403
2000-10-31,0.28412784848885003,0.3420114650702846,0.37386068644086545,1.569139122700432e-17,0.0
2000-11-30,0.4820555613259109,0.0,0.517944438674089,4.428694824060164e-16,1.0936338843531811e-16
2000-12-31,0.12576670458331682,0.5508368104388477,0.323396484977837,0.0,0.0
2001-01-31,0.3189182006179613,0.21943305268828034,0.4616487466937586,0.0,0.0
2001-02-28,0.3712569395024041,0.2218873303436838,0.0,0.026639619305392073,0.38021611084852014
2001-03-31,0.3500089229396666,0.23781767434639045,0.4121734027139424,5.642649738570819e-16,0.0
2001-04-30,0.2708380775666476,0.4052685685675006,0.3238933538658517,1.0374364246764104e-16,8.557097410077366e-17
2001-05-31,0.36155149594450603,0.23177116809387793,0.40667733596160327,7.006403764649069e-16,1.1972654431860767e-14
2001-06-30,0.16126928652565725,0.5072372842094753,0.3314934292648673,0.0,3.4994827402632517e-16
2001-07-31,0.0,0.755421319760474,4.529823892921882e-17,0.24457868023952611,0.0
2001-08-31,0.23731534696712733,0.0,0.7626846530328711,1.348202860386883e-15,6.429750869642141e-16
2001-09-30,0.24210400103917573,0.16622750772809616,0.5916684912327288,0.0,0.0
2001-10-31,0.0,8.283142087039013e-17,0.7096959675201822,4.0850765297490915e-17,0.2903040324798179
2001-11-30,0.0,0.6802734999522492,0.0,0.3197265000477507,2.0389790261264603e-15
2001-12-31,0.16660481804382246,0.5179290134838301,0.03592864572579903,0.2795375227465482,1.9104743422026019e-16
2002-01-31,0.43185443327822265,0.192276925452149,5.632769099241097e-18,0.37586864126962855,1.9715538880291095e-17
2002-02-28,0.12727323630860626,0.18352899869220957,0.6891977649992221,0.0,0.0
2002-03-31,0.18671537647292266,0.0,0.8132846235270775,3.7170516230949913e-16,0.0
2002-04-30,0.2317718212379594,0.4094806182602214,0.0,0.1668398554380959,0.1919077050637232
2002-05-31,0.258633122697789,0.2047104348647141,0.23430569278687685,1.3594116473778992e-16,0.30235074965062
2002-06-30,0.3450646894496846,0.03450306726086254,0.0,0.0,0.6204322432895274
2002-07-31,0.13614256375721814,0.11068682236703475,0.7531706138757471,0.0,2.809133947592052e-16
2002-08-31,0.0,4.020734114855752e-17,2.1325536369187117e-17,1.8735013540549517e-16,0.9999999999999999
2002-09-30,0.0,0.0,1.0,0.0,2.7755575615628914e-17
2002-10-31,0.0,0.6324427078990549,0.3675572921009453,1.591619419016319e-16,0.0
2002-11-30,1.0,1.734723475976807e-18,0.0,0.0,1.8214596497756474e-17
2002-12-31,0.14578367723049343,0.26945978092488787,2.758470260038812e-16,1.7427962293597326e-16,0.5847565418446182
2003-01-31,4.965068306494546e-17,5.12766764314714e-17,1.0,0.0,1.5342904849392547e-17
2003-02-28,1.614616939514339e-17,5.8143057778329046e-18,0.09514317237150058,0.0,0.9048568276284995
2003-03-31,3.9855271860567143e-16,0.0,0.0,2.200930410145574e-16,0.9999999999999994
2003-04-30,1.1660604218915985e-16,0.0,0.0,1.0,0.0
2003-05-31,0.2508882961560776,0.5177971198688172,0.0,0.23131458397510526,8.045542449494972e-17
2003-06-30,0.14263007979330874,0.08217117451609275,0.7751987456905989,3.8230832074322846e-18,0.0
2003-07-31,0.22649388938406698,0.24643274116098438,0.3161407557071971,0.21093261374775157,0.0
2003-08-31,0.36286932082383777,0.18091436104609634,7.855219440202851e-15,0.25621961801367954,0.19999670011637857
2003-09-30,0.2351233858639773,0.13433854230020084,9.211483301390516e-19,0.09773791703502809,0.5328001548007939
2003-10-31,0.43406639549923837,0.0,0.0,0.3592459506836596,0.20668765381710238
2003-11-30,0.15190280257886085,0.17250425146852602,0.6755929459526132,0.0,3.3877929758382996e-17
2003-12-31,0.15123007429877514,0.21253882663617746,0.0,0.12399657498939463,0.512234524075653
2004-01-31,0.38204109172345124,0.005657022441897523,0.0,0.3852508868476312,0.22705099898702005
2004-02-29,0.24652451192292374,0.13454893167232984,4.071052102740981e-18,0.11682690854515158,0.5020996478595948
2004-03-31,0.11635697339951036,0.011153048539850849,0.8724899780606372,7.210171028341995e-16,8.487778351256442e-16
2004-04-30,0.515035984038161,0.014013806070831579,0.0,0.4324271838850645,0.03852302600594303
2004-05-31,0.6060204886447761,0.0714431598555429,0.0,0.322536351499681,1.751664134921893e-16
2004-06-30,0.4165882427340098,6.512921034733041e-16,4.554915438695264e-15,0.14874601521758044,0.4346657420484044
2004-07-31,0.24162259047115633,0.4816804243453074,9.348306691551258e-17,0.27669698518353714,0.0
2004-08-31,0.10943083345940574,0.0,0.8905691665405937,0.0,8.230127869360629e-16
2004-09-30,1.5478163414496382e-16,0.0,1.0,0.0,0.0
2004-10-31,5.170706060089151e-16,0.3603957321832677,0.6396042678167333,7.542228294245296e-17,0.0
2004-11-30,0.5107010274039459,1.2085169629892818e-16,1.3675643394952218e-16,0.27862202470100933,0.21067694789504463
2004-12-31,0.29009155297052425,0.3347600655381991,0.004202502457484336,0.3709458790337925,0.0
2005-01-31,0.309374462051175,0.17136452010029327,0.30352717645541394,0.21573384139311746,2.087571990814531e-16
2005-02-28,0.0,0.0,1.0,0.0,0.0
2005-03-31,0.23847560102647797,0.0,0.761524398973522,0.0,2.8336640217445364e-16
2005-04-30,0.10116018551475636,0.0,0.8988398144852436,1.7553148469245591e-16,0.0
2005-05-31,0.5495653033237168,1.316257012781187e-15,0.2997339533227302,0.1507007433535524,0.0
2005-06-30,0.4985638877478121,0.061158923391587426,1.186214585488076e-16,0.4402771888606004,0.0
2005-07-31,0.16032900616689585,0.17468643481440507,0.664984559018699,0.0,1.5959519393348446e-16
2005-08-31,1.4759347059321235e-17,1.0,8.861156673944421e-17,0.0,5.516596167140521e-17
2005-09-30,0.0,0.0,1.0,0.0,0.0
2005-10-31,0.37837592678849097,1.5577173598627406e-15,0.014650934685271028,0.24660438098621412,0.36036875754002223
2005-11-30,1.0,0.0,0.0,0.0,2.0816681711721685e-17
2005-12-31,0.5478477528371738,2.4846891793322364e-16,0.0808799771519614,0.3712722700108654,0.0
2006-01-31,4.163336342344337e-16,0.9999999999999996,0.0,6.938893903907228e-17,0.0
2006-02-28,0.021244091417128748,0.8367067465191509,0.14204916206372048,1.9423100755251548e-17,0.0
2006-03-31,0.0,0.0,0.0,1.628504000917823e-16,1.0
2006-04-30,1.0,0.0,1.942890293094024e-16,0.0,0.0
2006-05-31,0.6158111835431903,0.0,0.38418881645680936,2.611262815948711e-16,5.329361897534607e-17
